artist_name,track_name,release_date,lyrics,genre,predicted_genre
Diana Ross,Upside Down,1980,"I said upside down, you're turning me You're giving love instinctively 'Round and 'round, you're turning me [Chorus] Upside down Boy, you turn me inside out And 'round and 'round Upside down Boy, you turn me inside out And 'round and 'round [Verse 1] Instinctively, you give to me the love that I need I cherish the moments with you Respectfully, I say to thee I'm aware that you're cheating When no one makes me feel like you do",soul,country
Donny Hathaway,A Song For You,1971,"I've been so many places in my life and time I've sung a lot of songs I've made some bad rhymes I've acted out my life on stages With ten thousand people watching [Chorus] But we're alone now And I'm singing this song to you [Verse 2] I know your image of me Is what I hoped to be I treated you unkindly But darling, can't you see? There's no one more important to me Baby, can't you see through me?",soul,soul
Erykah Badu,On & On,1997,"Oh my, my, my, I'm feeling high My money's gone, I'm all alone Too much to see The world keeps turning Oh what a day, what a day, what a day Peace and blessings manifest with every lesson learned If your knowledge were your wealth, then it would be well-earned If we were made in His image, then call us by our names Most intellects do not believe in God but they fear us just the same",soul,soul
Lionel Richie,All Night Long (All Night),1983,"Well, my friends, the time has come To raise the roof and have some fun Throw away the work to be done Let the music play on Everybody sing, everybody dance Lose yourself in wild romance [Pre-Chorus 1] We're going to party, Karamu, fiesta, forever Come on and sing along We're going to party, Karamu, fiesta, forever Come on and sing along",soul,soul
Ohio Players,Fire,1974,"Hey, ha, uh-huh Hey, hey, hey, Lord (ow, gow) Hey, ha, uh-huh Hey, hey, hey, Lord (Fire) Fire (Uh, uh) Fire (Sing us home) (Oh Lord) Fire (woo, woo, woo, woo) Fire The way you walk and talk really sets me off To a four-alarm, child, yes it does, uh, uh The way you squeeze and tease knocks to me my knees 'Cause you're smokin', baby, baby The way you swerve and curve really wracks my nerves And I'm so excited, child (yeah) woo, woo The way you push, push lets me know that you're Ha ha ha ha ha ha ha, good (You're gonna get your wish) Oh, Lord, oh",soul,soul
Otis Redding,Try a Little Tenderness,1966,"Oh, she may be weary And young girls, they do get wearied Wearing that same old shaggy dress, yeah yeah But when she gets weary Try a little tenderness, yeah yeah (Oh my, not) [Verse 2] You know she's waiting Just anticipating For things that she'll never, never, never, never Possess, yeah yeah But while she's there waiting, and without them Try a little tenderness (That's all you gotta do)",soul,soul
Ray Charles,Georgia on My Mind,1960,"Georgia Georgia The whole day through (The whole day through) Just an old, sweet song Keeps Georgia on my mind (Georgia on my mind) [Verse 2] I said a-Georgia Georgia A song of you (A song of you) Comes as sweet and clear As moonlight through the pines [Refrain] Other arms a-reach out to me Other eyes smile tenderly Still, in the peaceful dreams, I see The road leads back to you",soul,soul
Sam Cooke,A Change Is Gonna Come,1964,"I was born by the river In a little tent Oh, and just like the river, I've been runnin' Ever since [Chorus] It's been a long A long time comin', but I know A change gon' come Oh, yes it will [Verse 2] It's been too hard livin' But I'm afraid to die 'Cause I don't know what's up there Beyond the sky [Chorus] It's been a long A long time comin', but I know A change gon' come Oh, yes it will",soul,soul
Teena Marie,Lovergirl,1984,"I'm just a sucker for your love, sucker for love (I'm just a sucker for love, sucker for love, sucker for love, baby) I'm just a sucker for your love, sucker for love (I'm just a sucker for love, sucker for love, sucker for your love, baby) [Verse 1: Rick] Well, you're a fine sexy little lady You like your candy very sweet You're a classy little dame, with sophisticated game And you know all of the best restaurants to eat, uh-huh",soul,soul
The Emotions,Best of My Love,1977,"Doesn't take much to make me happy And make me smile with glee Never, never will I feel discouraged 'Cause our love's no mystery Demonstrating love and affection That you give so openly, yeah I like the way you make me feel about you, baby Want the whole wide world to see [Chorus] Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love Whoa-whoa, you got the best of my love",soul,soul
The Impressions,People Get Ready,1965,"People get ready, there's a train a-comin' You don't need no baggage, you just get on board All you need is faith to hear the diesels hummin' Don't need no ticket, you just thank the Lord [Verse 2] So, people get ready for the train to Jordan Picking up passengers coast to coast Faith is the key, open the doors and board 'em There's hope for all among those loved the most",soul,blues
The Spinners,I'll Be Around,1972,"This is our fork in the road Love's last episode There's nowhere to go, oh no You made your choice Now it's up to me To bow out gracefully Though you hold the key, but baby [Chorus] Whenever you call me, I'll be there Whenever you want me, I'll be there Whenever you need me, I'll be there I'll be around",soul,blues
